Text,Date,label
Reliance Industries has come forward to lend its helping hand to the family of deceased employees who have succumbed to Covid-19. The company has,03-06-2021,Neutral
Reliance Foundation informed the Union Health Ministry that Johnson and Johnson vaccine will be administered within the organization only and not at all be used for commercial purpose.Reliance Foundation further stated that additional quantities of the vaccine might also be sourced,04-06-2021,Neutral
Crackdown warning highlights the cryptocurrency’s reliance on a hostile host; miners head west,05-06-2021,Neutral
"Reliance Commercial Finance Limited (RCF) – a 100 per cent subsidiary of Reliance Capital Limited (RCAP) is into its final stages of debt resolution, Zee Business’ Brajesh Kumar Mishra reported citing his sources. RCF has a debt of Rs 9,017 cr Get more Companies News and Business News on Zee Business.",10-06-2021,Neutral
"These non-performing assets (NPAs) include Essar Power Gujarat, Coastal Energy and Reliance Naval.",10-06-2021,Neutral
Reliance Power Ltd board approved the preferential issue of shares and warrants to Reliance Infra at ₹10 per share.The shareholding of Reliance Infra and promoter group in Reliance Power will increase to 25% after the issue of equity shares,13-06-2021,Neutral
The lender said it has been dealing with Reliance Home Finance since 2015 and with Reliance Commercial Finance since 2014.,19-06-2021,Neutral
"Karnataka Bank declares loan over ₹160 cr to Reliance Home, Reliance Commercial as fraud",19-06-2021,Neutral
Investors are hoping for key announcements on 24 June during AGM of Reliance Industries.Investors await an announcement on the pricing and launch timeline of the Jio-Google  phone,20-06-2021,Neutral
"Retail and telecom are now the focus for most people tracking the Reliance Industries stock.Over the past five years, RIL has invested ₹5.4 trillion in expanding its O2C, telecom and retail businesses",23-06-2021,Neutral
"If Reliance’s new bets keep striking gold, the returns data for the next 15 years could look very different",04-07-2021,Neutral
"Reliance Industries is looking to buy Norwegian solar module maker REC Group as part of the oil refiner’s ₹75,000 crore push into clean energy",07-07-2021,Neutral
"India’s most valuable company had 88 Indian and 47 foreign units in 2016-17. That increased to 296 Indian and 53 foreign subsidiaries in 2020-21, according to Reliance Industries’s latest annual report",15-07-2021,Neutral
"RIL Q1 FY22 results LIVE: Mukesh Ambani-led Reliance Industries Ltd (RIL) is all set to announce April-June quarter results of FY22 on Friday, 23 July 2021.",23-07-2021,Neutral
"The Supreme Court is scheduled to pronounce on Friday the verdict on e-commerce giant Amazon's pleas against the merger of Future Retail Ltd (FRL) with Reliance Retail and is likely to decide whether Singapore's Emergency Arbitrator (EA) award, restraining the Rs 24,731 crore deal, was valid under Indian law and can be enforced.",05-08-2021,Neutral
Reliance Industries Ltd topped the list of Indian companies with a market capitalization of $188 billion.Tata Consultancy Services Ltd with $164 billion in market value and HDFC Bank Ltd with $113 billion followed,20-08-2021,Neutral
"In the month of June, the active subscriber base of telcos Bharti Airtel and Reliance Jio grew by 2.4 million",25-08-2021,Positive
Mukesh Ambani-led Reliance Retail Ventures Limited (RRVL) on Thursday announced that had it acquired the sole control of Just Dial Limited.,02-09-2021,Neutral
Reliance Jio’s rising inactive subscription and reduced tariff discounts lower the risk of disruption,13-09-2021,Positive
Reliance Industries denies any link between the appointment and talks to sell stake in business.RIL had appointed Aramco chairman Yasir Al-Rumayyan as an independent director,29-09-2021,Neutral
"NexWafe on Tuesday said Reliance New Energy Solar Ltd has acquired a stake in NexWafe, a German solar panel manufacturer, investing $29 million during the company's Series C financing round.",12-10-2021,Neutral
Reliance Brands said it has signed a definitive agreement to acquire a 40 percent minority stake in MM Styles Private Ltd owned by Manish Malhotra.,15-10-2021,Neutral
"DoT has written to Bharti Airtel and Vodafone Idea, both of whom have indicated their desire to opt for a moratorium, and also to Reliance Jio, which may also do so.",18-10-2021,Neutral
RIL Q2FY22 earnings LIVE: Mukesh Ambani's Reliance Industries Ltd is all set to announce its July-September quarter earnings later in the day,22-10-2021,Neutral
"Reliance Retail reported a 74.2 percent year-on-year jump in consolidated net profit to Rs 1,695 crore for the quarter ended September.",22-10-2021,Positive
"As on August, BSNL has 21.5% market share in fixed broadband followed by Reliance Jio at 14.5% and Bharti Airtel at 14.45%.",23-10-2021,Neutral
Amazon and Future Group are locked in a legal battle over the latter’s sale of its assets to Reliance Industries’ retail arm,14-11-2021,Neutral
Amazon - which is contesting the deal between Future group and Reliance Retail - also reportedly discussed its exit in lieu of compensation,22-11-2021,Neutral
Reliance Industries has said that it seeks to attract strategic investors for the gasification and new materials/chemical projects,25-11-2021,Neutral
"🔴 Reliance Power has defaulted on interest payment to IDBI Bank and DBS Bank. It owes IDBI Bank Rs 42 crore in principal and Rs 0.44 crore worth of interest, according to its exchange filing.",02-12-2021,Negative
Reliance Capital is the third financial services company to be sent to the bankruptcy tribunal after the government notified the rules for referring financial services providers on 15 Nov 2019,02-12-2021,Neutral
"Last week, RBI filed an application for the initiation of insolvency against Reliance Capital",06-12-2021,Negative
"By Anurag Kotoky, Mukesh Ambani’s Reliance Industries Ltd., along with a partner, are among those bidding to take over bankrupt Indian textile firm Sintex Industries Ltd., according to a stock-exchange filing, as the billionaire attempts to diversify from an oil empire and into telecommunications, green energy and fashion.",12-12-2021,Neutral
"Amazon has warned India's antitrust body that revoking its 2019 deal with Future Group would send a negative signal to foreign investors and allow local retail behemoth Reliance to ""further restrict competition"", a legal document seen by Reuters showed.",14-12-2021,Negative
"Reliance Jio's Rs 2,545 prepaid recharge plan is getting 29 days of extra validity, under the limited-period Happy New Year offer.",26-12-2021,Neutral
"Reliance is in the process of effecting a momentous leadership transition, group Chairman Mukesh Ambani announced on Tuesday, batting for the younger generation to come to the fore.",28-12-2021,Neutral
